Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Role_Tenure_Ratio,ManagerTenureRatio,Promotion_Tenure_Ratio,Log_TotalWorkingYears,Log_YearsAtCompany,Log_YearsSinceLastPromotion,Log_MonthlyIncome,Attrition
47,Travel_Frequently,1379,R&D,16,Masters,Medical,1,High,Male,64,Very High,Junior Level,Manufacturing Director,High,Divorced,5067,6759,1,Yes,19,Good,High,80,0,20,3,Excellent,19,0.5,0.35,0.1,3.044522437723423,2.995732273553991,1.0986122886681096,8.53070154144103,No
31,Travel_Rarely,1082,R&D,1,Masters,Medical,1,High,Male,87,High,Entry Level,Research Scientist,Medium,Single,2501,18775,1,No,17,Good,Medium,80,0,1,4,Good,1,0.5,0.0,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.824845691026857,No
47,Travel_Rarely,207,R&D,9,Masters,Life Sciences,1,Medium,Female,64,High,Entry Level,Laboratory Technician,High,Single,2105,5411,4,No,12,Good,High,80,0,7,2,Good,2,0.667,0.0,0.667,2.0794415416798357,1.0986122886681096,1.0986122886681096,7.652545692693921,No
58,Travel_Rarely,848,R&D,23,Masters,Life Sciences,1,Low,Male,88,High,Entry Level,Research Scientist,High,Divorced,2372,26076,1,No,12,Good,Very High,80,2,2,3,Good,2,0.667,0.667,0.667,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.771910256435763,No
41,Travel_Rarely,1360,R&D,12,Bachelors,Technical Degree,1,Medium,Female,49,High,Executive Level,Research Director,High,Married,19545,16280,1,No,12,Good,Very High,80,0,23,0,Good,22,0.652,0.348,0.652,3.1780538303479458,3.1354942159291497,2.772588722239781,9.880525940898782,Yes
29,Travel_Rarely,468,R&D,28,Masters,Medical,1,Very High,Female,73,Medium,Entry Level,Research Scientist,Low,Single,3785,8489,1,No,14,Good,Medium,80,0,5,3,Poor,5,0.667,0.667,0.0,1.791759469228055,1.791759469228055,0.0,8.239065331769268,No
50,Travel_Rarely,1207,R&D,28,Below School,Medical,1,Very High,Male,74,Very High,Entry Level,Laboratory Technician,High,Married,3221,3297,1,Yes,11,Good,High,80,3,20,3,Good,20,0.381,0.381,0.143,3.044522437723423,3.044522437723423,1.3862943611198906,8.07775756373692,No
32,Travel_Rarely,267,R&D,29,Masters,Life Sciences,1,High,Female,49,Medium,Entry Level,Laboratory Technician,Medium,Single,2837,15919,1,No,13,Good,High,80,0,6,3,Good,6,0.286,0.143,0.571,1.9459101490553132,1.9459101490553132,1.6094379124341003,7.950854857719988,No
44,Travel_Rarely,1313,R&D,7,Bachelors,Medical,1,Medium,Female,31,High,Executive Level,Research Director,Very High,Divorced,19049,3549,0,Yes,14,Good,Very High,80,1,23,4,Average,22,0.304,0.435,0.043,3.1780538303479458,3.1354942159291497,0.6931471805599453,9.854822380554847,No
38,Travel_Rarely,433,HR,1,Bachelors,Human Resources,1,High,Male,37,Very High,Entry Level,Human Resources,High,Married,2844,6004,1,No,13,Good,Very High,80,1,7,2,Excellent,7,0.75,0.0,0.625,2.0794415416798357,2.0794415416798357,1.791759469228055,7.953318346560431,No
26,Travel_Frequently,342,R&D,2,Bachelors,Life Sciences,1,Low,Male,57,High,Entry Level,Research Scientist,Low,Married,2042,15346,6,Yes,14,Good,Medium,80,1,6,2,Good,3,0.5,0.5,0.25,1.9459101490553132,1.3862943611198906,0.6931471805599453,7.622174594817622,Yes
40,Travel_Frequently,580,Sales,5,Masters,Life Sciences,1,Very High,Male,48,Medium,Mid Level,Sales Executive,Low,Married,10475,23772,5,Yes,21,Excellent,High,80,1,20,2,Good,18,0.684,0.632,0.053,3.044522437723423,2.9444389791664403,0.6931471805599453,9.256842205627603,No
45,Travel_Rarely,252,R&D,2,Bachelors,Life Sciences,1,Medium,Female,95,Medium,Entry Level,Research Scientist,High,Single,2274,6153,1,No,14,Good,Very High,80,0,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.729735331385051,No
46,Travel_Frequently,1034,R&D,18,Below School,Medical,1,Low,Female,86,High,Mid Level,Healthcare Representative,High,Married,10527,8984,5,No,11,Good,Very High,80,0,28,3,Average,2,0.667,0.667,0.333,3.367295829986474,1.0986122886681096,0.6931471805599453,9.261793653565098,No
28,Non-Travel,1366,R&D,24,School,Technical Degree,1,Medium,Male,72,Medium,Mid Level,Healthcare Representative,Low,Single,8722,12355,1,No,12,Good,Low,80,0,10,2,Average,10,0.636,0.818,0.091,2.3978952727983707,2.3978952727983707,0.6931471805599453,9.07371849443322,Yes
34,Travel_Rarely,181,R&D,2,Masters,Medical,1,Very High,Male,97,Very High,Entry Level,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Good,Low,80,3,6,3,Good,5,0.0,0.333,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,7.983781068977451,No
55,Travel_Frequently,135,R&D,18,Masters,Medical,1,High,Male,62,High,Junior Level,Healthcare Representative,Medium,Married,6385,12992,3,Yes,14,Good,Very High,80,2,17,3,Good,8,0.778,0.778,0.667,2.8903717578961645,2.1972245773362196,1.9459101490553132,8.761863373274727,No
19,Travel_Rarely,265,R&D,25,Bachelors,Life Sciences,1,Medium,Female,57,Very High,Entry Level,Research Scientist,Very High,Single,2994,21221,1,Yes,12,Good,Very High,80,0,1,2,Good,1,0.0,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,8.00469951054955,No
32,Travel_Rarely,427,R&D,1,Bachelors,Medical,1,Low,Male,33,High,Junior Level,Manufacturing Director,Very High,Married,6162,10877,1,Yes,22,Excellent,Medium,80,1,9,3,Good,9,0.8,0.8,0.7,2.302585092994046,2.302585092994046,2.0794415416798357,8.726318950962243,No
40,Non-Travel,663,R&D,9,Masters,Other,1,High,Male,81,High,Junior Level,Laboratory Technician,High,Divorced,3975,23099,3,No,11,Good,High,80,2,11,2,Excellent,8,0.778,0.778,0.0,2.4849066497880004,2.1972245773362196,0.0,8.288031567776464,No
30,Travel_Rarely,1334,Sales,4,School,Medical,1,High,Female,63,Medium,Junior Level,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,Good,Medium,80,3,11,4,Average,11,0.667,0.583,0.167,2.4849066497880004,2.4849066497880004,1.0986122886681096,8.558335134747413,No
22,Travel_Rarely,617,R&D,3,Below School,Life Sciences,1,Medium,Female,34,High,Junior Level,Manufacturing Director,High,Married,4171,10022,0,Yes,19,Good,Low,80,1,4,3,Excellent,3,0.5,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,8.336150816120663,Yes
48,Travel_Rarely,1469,R&D,20,Masters,Medical,1,Very High,Male,51,High,Entry Level,Research Scientist,High,Married,2259,5543,4,No,17,Good,Low,80,2,13,2,Average,0,0.0,0.0,0.0,2.639057329615259,0.0,0.0,7.723120092266331,No
45,Non-Travel,1195,R&D,2,School,Medical,1,Low,Male,65,Medium,Senior Level,Manager,Very High,Married,16792,20462,9,No,23,Excellent,Very High,80,1,22,1,Good,20,0.381,0.381,0.524,3.1354942159291497,3.044522437723423,2.4849066497880004,9.728717411895008,No
53,Travel_Rarely,1070,R&D,3,Masters,Medical,1,High,Male,45,High,Senior Level,Research Director,High,Married,17584,21016,3,Yes,16,Good,Very High,80,3,21,5,Average,5,0.5,0.5,0.167,3.091042453358316,1.791759469228055,0.6931471805599453,9.774801544908083,No
36,Travel_Frequently,541,Sales,3,Masters,Medical,1,Low,Male,48,Medium,Mid Level,Sales Executive,Very High,Married,9699,7246,4,No,11,Good,Low,80,1,16,2,Good,13,0.643,0.857,0.071,2.833213344056216,2.639057329615259,0.6931471805599453,9.179881164491475,No
29,Travel_Frequently,806,R&D,1,Masters,Life Sciences,1,Medium,Male,76,Low,Entry Level,Research Scientist,Very High,Divorced,2720,18959,1,No,18,Good,Very High,80,1,10,5,Good,10,0.636,0.727,0.182,2.3978952727983707,2.3978952727983707,1.0986122886681096,7.908754738783246,No
46,Travel_Rarely,1003,R&D,8,Masters,Life Sciences,1,Very High,Female,74,Medium,Junior Level,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Excellent,Low,80,3,19,2,Good,16,0.765,0.412,0.059,2.995732273553991,2.833213344056216,0.6931471805599453,8.437283808187935,No
41,Travel_Rarely,549,R&D,7,School,Medical,1,Very High,Female,42,High,Junior Level,Manufacturing Director,High,Single,5003,23371,6,No,14,Good,Medium,80,0,8,6,Good,2,0.667,0.333,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,8.517992871586802,No
41,Travel_Rarely,1356,Sales,20,School,Marketing,1,Medium,Female,70,High,Entry Level,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Excellent,Very High,80,0,4,5,Average,4,0.6,0.4,0.0,1.6094379124341003,1.6094379124341003,0.0,8.052296499538647,Yes
52,Travel_Frequently,322,R&D,28,School,Medical,1,Very High,Female,59,Very High,Senior Level,Manufacturing Director,High,Married,13247,9731,2,Yes,11,Good,Medium,80,1,24,3,Average,5,0.5,0.333,0.0,3.2188758248682006,1.791759469228055,0.0,9.49160187662504,No
51,Travel_Frequently,1456,R&D,1,Masters,Medical,1,Low,Female,30,Medium,Mid Level,Healthcare Representative,Low,Single,7484,25796,3,No,20,Excellent,High,80,0,23,1,Average,13,0.857,0.571,0.857,3.1780538303479458,2.639057329615259,2.5649493574615367,8.920656296853728,No
26,Travel_Rarely,1357,R&D,25,Bachelors,Life Sciences,1,Low,Male,48,Low,Entry Level,Laboratory Technician,High,Single,2293,10558,1,No,12,Good,High,80,0,1,2,Average,1,0.0,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,7.738052297689316,Yes
36,Travel_Rarely,1157,Sales,2,Masters,Life Sciences,1,High,Male,70,High,Entry Level,Sales Representative,Very High,Single,2644,17001,3,Yes,21,Excellent,Very High,80,0,7,3,Average,3,0.5,0.5,0.25,2.0794415416798357,1.3862943611198906,0.6931471805599453,7.8804263442924,No
38,Travel_Rarely,1180,R&D,29,Below School,Medical,1,Medium,Male,70,High,Junior Level,Healthcare Representative,Low,Married,6673,11354,7,Yes,19,Good,Medium,80,0,17,2,Good,1,0.0,0.0,0.0,2.8903717578961645,0.6931471805599453,0.0,8.80597465931132,Yes
31,Travel_Frequently,715,Sales,2,Masters,Other,1,Very High,Male,54,High,Junior Level,Sales Executive,Low,Single,5332,21602,7,No,13,Good,Very High,80,0,10,3,Good,5,0.333,0.5,0.0,2.3978952727983707,1.791759469228055,0.0,8.581669210600602,No
44,Travel_Rarely,1488,Sales,1,PhD,Marketing,1,Medium,Female,75,High,Junior Level,Sales Executive,Low,Divorced,5454,4009,5,Yes,21,Excellent,High,80,1,9,2,Average,4,0.6,0.6,0.2,2.302585092994046,1.6094379124341003,0.6931471805599453,8.604287898267172,No
30,Travel_Rarely,501,Sales,27,PhD,Marketing,1,High,Male,99,High,Junior Level,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Excellent,Very High,80,1,10,2,Average,8,0.778,0.778,0.778,2.3978952727983707,2.1972245773362196,2.0794415416798357,8.576405051048084,No
31,Travel_Frequently,1060,Sales,1,Bachelors,Life Sciences,1,Very High,Female,54,High,Entry Level,Sales Representative,Medium,Single,2302,8319,1,Yes,11,Good,Low,80,0,3,2,Excellent,3,0.5,0.5,0.5,1.3862943611198906,1.3862943611198906,1.0986122886681096,7.741967899820685,Yes
27,Travel_Rarely,135,R&D,17,Masters,Life Sciences,1,Very High,Female,51,High,Entry Level,Research Scientist,High,Single,2394,25681,1,Yes,13,Good,Very High,80,0,8,2,Good,8,0.222,0.778,0.778,2.1972245773362196,2.1972245773362196,2.0794415416798357,7.781138509845015,Yes
28,Travel_Rarely,1451,R&D,2,Below School,Life Sciences,1,Low,Male,67,Medium,Entry Level,Research Scientist,Medium,Married,3201,19911,0,No,17,Good,Low,80,0,6,2,Poor,5,0.5,0.667,0.0,1.9459101490553132,1.791759469228055,0.0,8.07153089355666,No
24,Travel_Rarely,1206,R&D,17,Below School,Medical,1,Very High,Female,41,Medium,Junior Level,Manufacturing Director,High,Divorced,4377,24117,1,No,15,Good,Medium,80,2,5,6,Good,4,0.4,0.4,0.6,1.791759469228055,1.6094379124341003,1.3862943611198906,8.384347278082808,No
50,Travel_Rarely,328,R&D,1,Bachelors,Medical,1,High,Male,86,Medium,Entry Level,Laboratory Technician,High,Married,3690,3425,2,No,15,Good,Very High,80,1,5,2,Average,3,0.5,0.5,0.0,1.791759469228055,1.3862943611198906,0.0,8.213652703029998,No
39,Travel_Rarely,1329,Sales,4,Masters,Life Sciences,1,Very High,Female,47,Medium,Junior Level,Sales Executive,High,Married,5902,14590,4,No,14,Good,High,80,1,17,1,Excellent,15,0.688,0.562,0.312,2.8903717578961645,2.772588722239781,1.791759469228055,8.683215975240689,No
30,Non-Travel,879,R&D,9,School,Medical,1,High,Female,72,High,Junior Level,Manufacturing Director,High,Single,4695,12858,7,Yes,18,Good,High,80,0,10,3,Good,8,0.444,0.778,0.111,2.3978952727983707,2.1972245773362196,0.6931471805599453,8.454466361507933,No
30,Travel_Rarely,852,R&D,1,Below School,Life Sciences,1,Very High,Male,55,Medium,Junior Level,Laboratory Technician,Very High,Married,5126,15998,1,Yes,12,Good,High,80,2,10,1,Average,10,0.727,0.0,0.273,2.3978952727983707,2.3978952727983707,1.3862943611198906,8.5422759717837,No
29,Travel_Rarely,991,Sales,5,Bachelors,Medical,1,Low,Male,43,Medium,Junior Level,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Good,Medium,80,1,10,3,Average,10,0.0,0.818,0.0,2.3978952727983707,2.3978952727983707,0.0,8.339978571990427,No
59,Non-Travel,1420,HR,2,Masters,Human Resources,1,High,Female,32,Medium,Executive Level,Manager,Very High,Married,18844,21922,9,No,21,Excellent,Very High,80,1,30,3,Good,3,0.5,0.5,0.5,3.4339872044851463,1.3862943611198906,1.0986122886681096,9.844002905701236,No
36,Non-Travel,427,R&D,8,Bachelors,Life Sciences,1,Low,Female,63,Very High,Mid Level,Research Director,Low,Married,11713,20335,9,No,14,Good,Low,80,1,10,2,Good,8,0.778,0.556,0.0,2.3978952727983707,2.1972245773362196,0.0,9.368539986649727,No
29,Travel_Rarely,906,R&D,10,Bachelors,Life Sciences,1,Very High,Female,92,Medium,Entry Level,Research Scientist,Low,Single,2404,11479,6,Yes,20,Excellent,High,80,0,3,5,Good,0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,7.785305182539862,Yes
30,Travel_Frequently,448,Sales,12,Masters,Life Sciences,1,Medium,Male,74,Medium,Entry Level,Sales Representative,Low,Married,2033,14470,1,No,18,Good,High,80,1,1,2,Excellent,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.617759576608505,Yes
50,Travel_Rarely,1452,R&D,11,Bachelors,Life Sciences,1,High,Female,53,High,Executive Level,Manager,Medium,Single,19926,17053,3,No,15,Good,Medium,80,0,21,5,Good,5,0.667,0.667,0.667,3.091042453358316,1.791759469228055,1.6094379124341003,9.899830875032585,No
37,Travel_Rarely,1017,R&D,1,School,Medical,1,High,Female,83,Medium,Entry Level,Research Scientist,Low,Married,3920,18697,2,No,14,Good,Low,80,1,17,2,Average,3,0.25,0.5,0.0,2.8903717578961645,1.3862943611198906,0.0,8.27410200229233,No
38,Travel_Rarely,849,R&D,25,School,Life Sciences,1,Low,Female,81,Medium,Mid Level,Research Director,Medium,Married,12061,26707,3,No,17,Good,High,80,1,19,2,Good,10,0.727,0.091,0.0,2.995732273553991,2.3978952727983707,0.0,9.397815294010933,No
41,Non-Travel,267,Sales,10,School,Life Sciences,1,Very High,Male,56,High,Junior Level,Sales Executive,Very High,Single,6230,13430,7,No,14,Good,Very High,80,0,16,3,Good,14,0.2,0.667,0.067,2.833213344056216,2.70805020110221,0.6931471805599453,8.737292112544221,No
29,Travel_Rarely,590,R&D,4,Bachelors,Technical Degree,1,Very High,Female,91,Medium,Entry Level,Research Scientist,Low,Divorced,2109,10007,1,No,13,Good,High,80,1,1,2,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.6544432264701125,No
45,Travel_Rarely,549,R&D,8,Masters,Other,1,Very High,Male,75,High,Junior Level,Research Scientist,Very High,Married,3697,9278,9,No,14,Good,Low,80,2,12,3,Good,10,0.818,0.727,0.818,2.5649493574615367,2.3978952727983707,2.302585092994046,8.21554741194707,No
28,Non-Travel,120,Sales,4,Bachelors,Medical,1,Medium,Male,43,High,Junior Level,Sales Executive,High,Married,4221,8863,1,No,15,Good,Medium,80,0,5,3,Excellent,5,0.667,0.667,0.0,1.791759469228055,1.791759469228055,0.0,8.348064228408266,No
29,Travel_Rarely,136,R&D,1,Bachelors,Life Sciences,1,Low,Male,89,High,Junior Level,Healthcare Representative,Low,Married,5373,6225,0,No,12,Good,Low,80,1,6,5,Average,5,0.5,0.333,0.0,1.9459101490553132,1.791759469228055,0.0,8.589327789175437,No
42,Travel_Rarely,469,R&D,2,School,Medical,1,Very High,Male,35,High,Senior Level,Manager,Low,Married,17665,14399,0,No,17,Good,Very High,80,1,23,3,Good,22,0.261,0.304,0.565,3.1780538303479458,3.1354942159291497,2.639057329615259,9.779397167305078,No
48,Travel_Rarely,715,R&D,1,Bachelors,Life Sciences,1,Very High,Male,76,Medium,Executive Level,Research Director,Very High,Single,18265,8733,6,No,12,Good,High,80,0,25,3,Excellent,1,0.0,0.0,0.0,3.258096538021482,0.6931471805599453,0.0,9.812796687251625,No
20,Travel_Frequently,871,R&D,6,Bachelors,Life Sciences,1,Very High,Female,66,Medium,Entry Level,Laboratory Technician,Very High,Single,2926,19783,1,Yes,18,Good,Medium,80,0,1,5,Good,1,0.0,0.0,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.9817332866918855,Yes
31,Travel_Rarely,1274,R&D,9,Below School,Life Sciences,1,High,Male,33,High,Mid Level,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Excellent,Very High,80,1,13,6,Excellent,13,0.571,0.571,0.0,2.639057329615259,2.639057329615259,0.0,9.273221270015384,No
41,Non-Travel,552,HR,4,Bachelors,Human Resources,1,High,Male,60,Low,Junior Level,Human Resources,Medium,Married,6430,20794,6,No,19,Good,Medium,80,1,10,4,Good,3,0.5,0.5,0.25,2.3978952727983707,1.3862943611198906,0.6931471805599453,8.768885326134864,No
29,Travel_Rarely,350,HR,13,Bachelors,Human Resources,1,Low,Male,56,Medium,Entry Level,Human Resources,Low,Divorced,2335,3157,4,Yes,15,Good,Very High,80,3,4,3,Good,2,0.667,0.0,0.667,1.6094379124341003,1.0986122886681096,1.0986122886681096,7.756195343948118,Yes
42,Travel_Rarely,647,Sales,4,Masters,Marketing,1,Medium,Male,45,High,Junior Level,Sales Executive,Low,Single,5155,2253,7,No,13,Good,Very High,80,0,9,3,Excellent,6,0.571,0.714,0.143,2.302585092994046,1.9459101490553132,0.6931471805599453,8.547916364059079,No
36,Travel_Rarely,1120,Sales,11,Masters,Marketing,1,Medium,Female,100,Medium,Junior Level,Sales Executive,Very High,Married,6652,14369,4,No,13,Good,Low,80,1,8,2,Average,6,0.429,0.0,0.0,2.1972245773362196,1.9459101490553132,0.0,8.802823159741887,No
28,Travel_Rarely,1476,R&D,16,School,Medical,1,Medium,Male,68,Very High,Junior Level,Healthcare Representative,Low,Single,5661,4824,0,No,19,Good,High,80,0,9,2,Good,8,0.333,0.778,0.0,2.302585092994046,2.1972245773362196,0.0,8.641532465671846,No
32,Travel_Rarely,964,Sales,1,School,Life Sciences,1,Low,Male,34,Low,Junior Level,Sales Executive,Medium,Single,6735,12147,6,No,15,Good,Medium,80,0,10,2,Good,0,0.0,0.0,0.0,2.3978952727983707,0.0,0.0,8.815221555922163,Yes
36,Travel_Rarely,1351,R&D,26,Masters,Life Sciences,1,Low,Male,80,High,Junior Level,Healthcare Representative,High,Married,5347,7419,6,No,14,Good,Medium,80,2,10,2,Average,3,0.5,0.5,0.0,2.3978952727983707,1.3862943611198906,0.0,8.584477938221834,No
42,Travel_Rarely,201,R&D,1,Masters,Life Sciences,1,Medium,Female,95,High,Entry Level,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,Good,Medium,80,1,8,5,Good,5,0.333,0.333,0.167,2.1972245773362196,1.791759469228055,0.6931471805599453,7.854381210652365,No
43,Travel_Rarely,1034,Sales,16,Bachelors,Marketing,1,Very High,Female,80,High,Senior Level,Manager,Very High,Married,16064,7744,5,Yes,22,Excellent,High,80,1,22,3,Good,17,0.722,0.5,0.056,3.1354942159291497,2.8903717578961645,0.6931471805599453,9.68439827154996,No
36,Travel_Rarely,530,Sales,2,Masters,Life Sciences,1,High,Female,51,High,Junior Level,Sales Representative,Very High,Single,4502,7439,3,No,15,Good,High,80,0,17,2,Average,13,0.5,0.5,0.429,2.8903717578961645,2.639057329615259,1.9459101490553132,8.412499120301572,No
25,Non-Travel,675,R&D,5,School,Life Sciences,1,Medium,Male,85,Very High,Junior Level,Healthcare Representative,Low,Divorced,4000,18384,1,No,12,Good,Very High,80,2,6,2,Good,6,0.429,0.714,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.294299608857235,No
36,Non-Travel,1105,R&D,24,Masters,Life Sciences,1,Medium,Female,47,High,Junior Level,Laboratory Technician,Medium,Married,5674,6927,7,No,15,Good,High,80,1,11,3,Good,9,0.8,0.8,0.0,2.4849066497880004,2.302585092994046,0.0,8.643825842349603,No
36,Travel_Frequently,1467,Sales,11,School,Technical Degree,1,Medium,Female,92,High,Mid Level,Sales Executive,Very High,Married,9738,22952,0,No,14,Good,High,80,1,10,6,Good,9,0.7,0.8,0.2,2.3978952727983707,2.302585092994046,1.0986122886681096,9.1838937219612,No
38,Travel_Frequently,1189,R&D,1,Bachelors,Life Sciences,1,Very High,Male,90,High,Junior Level,Research Scientist,Very High,Married,4735,9867,7,No,15,Good,Very High,80,2,19,4,Excellent,13,0.786,0.643,0.143,2.995732273553991,2.639057329615259,1.0986122886681096,8.462948176563842,No
33,Travel_Rarely,1198,R&D,1,Masters,Other,1,High,Male,100,Medium,Entry Level,Research Scientist,Low,Single,2799,3339,3,Yes,11,Good,Medium,80,0,6,1,Good,3,0.5,0.5,0.0,1.9459101490553132,1.3862943611198906,0.0,7.937374696163295,No
45,Travel_Frequently,1199,R&D,7,Masters,Life Sciences,1,Low,Male,77,Very High,Junior Level,Manufacturing Director,High,Married,6434,5118,4,No,17,Good,Very High,80,1,9,1,Good,3,0.5,0.5,0.0,2.302585092994046,1.3862943611198906,0.0,8.769507120030227,No
27,Travel_Rarely,511,Sales,2,School,Medical,1,Low,Female,89,Very High,Junior Level,Sales Executive,High,Single,6500,26997,0,No,14,Good,Medium,80,0,9,5,Average,8,0.778,0.778,0.0,2.302585092994046,2.1972245773362196,0.0,8.77971129020447,No
